product_name,price_raw,product_url,scraped_at,price_value,currency
ДЛИННОЕ ПЛАТЬЕ С ТЕКСТУРОЙ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D1%82%D0%B5%D0%BA%D1%81%D1%82%D1%83%D1%80%D0%BE%D0%B8-p01131826.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ПЛАТЬЕ TABAS С ГАЛСТУКОМ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-tabas-%D1%81-%D0%B3%D0%B0%D0%BB%D1%81%D1%82%D1%83%D0%BA%D0%BE%D0%BC-p04661263.html,2025-12-02T12:49:07,31990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С ПОЯСОМ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BF%D0%BE%D1%8F%D1%81%D0%BE%D0%BC-p04661264.html,2025-12-02T12:49:07,24990.0,KZT
ПЛАТЬЕ-МИДИ ИЗО ЛЬНА,"T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%B8%D0%B7%D0%BE-%D0%BB%D1%8C%D0%BD%D0%B0-p08169350.html,2025-12-02T12:49:07,31990.0,KZT
ПЛАТЬЕ ИЗ ТКАНИ С ЭФФЕКТОМ МЕХА,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D1%82%D0%BA%D0%B0%D0%BD%D0%B8-%D1%81-%D1%8D%D1%84%D1%84%D0%B5%D0%BA%D1%82%D0%BE%D0%BC-%D0%BC%D0%B5%D1%85%D0%B0-p05063856.html,2025-12-02T12:49:07,24990.0,KZT
ДЛИННОЕ КОМБИНИРОВАННОЕ ПЛАТЬЕ,"T 31 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-p05029205.html,2025-12-02T12:49:07,31990.0,KZT
КОМБИНИРОВАННОЕ ПЛАТЬЕ МИДИ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-p05029215.html,2025-12-02T12:49:07,28990.0,KZT
ТРИКОТАЖНОЕ ПЛАТЬЕ С РЕМНЕМ,"T 28 990,00",https://www.zara.com/kz/ru/%D1%82%D1%80%D0%B8%D0%BA%D0%BE%D1%82%D0%B0%D0%B6%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D1%80%D0%B5%D0%BC%D0%BD%D0%B5%D0%BC-p03920836.html,2025-12-02T12:49:07,28990.0,KZT
ПЛАТЬЕ ИЗ МЯГКОГО КРУЖЕВА,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%8F%D0%B3%D0%BA%D0%BE%D0%B3%D0%BE-%D0%BA%D1%80%D1%83%D0%B6%D0%B5%D0%B2%D0%B0-p05063837.html,2025-12-02T12:49:07,24990.0,KZT
ПЛАТЬЕ МИДИ КРОЯ ТРУБА С ЗАПАХОМ,"T 45 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%BA%D1%80%D0%BE%D1%8F-%D1%82%D1%80%D1%83%D0%B1%D0%B0-%D1%81-%D0%B7%D0%B0%D0%BF%D0%B0%D1%85%D0%BE%D0%BC-p09157696.html,2025-12-02T12:49:07,45990.0,KZT
ПЛАТЬЕ ИЗ СТРУЯЩЕЙСЯ ТКАНИ С ГОРЛОВИНОЙ ХАЛТЕР И ОТКРЫТОЙ СПИНОЙ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D1%81%D1%82%D1%80%D1%83%D1%8F%D1%89%D0%B5%D0%B8%D1%81%D1%8F-%D1%82%D0%BA%D0%B0%D0%BD%D0%B8-%D1%81-%D0%B3%D0%BE%D1%80%D0%BB%D0%BE%D0%B2%D0%B8%D0%BD%D0%BE%D0%B8-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D0%B8-%D0%BE%D1%82%D0%BA%D1%80%D1%8B%D1%82%D0%BE%D0%B8-%D1%81%D0%BF%D0%B8%D0%BD%D0%BE%D0%B8-p03067216.html,2025-12-02T12:49:07,24990.0,KZT
КОРОТКОЕ ПЛАТЬЕ-ХАЛТЕР В ПОЛОСКУ С ПОЯСОМ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D0%B2-%D0%BF%D0%BE%D0%BB%D0%BE%D1%81%D0%BA%D1%83-%D1%81-%D0%BF%D0%BE%D1%8F%D1%81%D0%BE%D0%BC-p08066246.html,2025-12-02T12:49:07,28990.0,KZT
КОМБИНИРОВАННОЕ ПЛАТЬЕ ZW COLLECTION С ГОРЛОВИНОЙ ХАЛТЕР,"T 49 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-zw-collection-%D1%81-%D0%B3%D0%BE%D1%80%D0%BB%D0%BE%D0%B2%D0%B8%D0%BD%D0%BE%D0%B8-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-p08647991.html,2025-12-02T12:49:07,49990.0,KZT
ДЖИНСОВОЕ АСИММЕТРИЧНОЕ ПЛАТЬЕ TRF,"T 28 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%B6%D0%B8%D0%BD%D1%81%D0%BE%D0%B2%D0%BE%D0%B5-%D0%B0%D1%81%D0%B8%D0%BC%D0%BC%D0%B5%D1%82%D1%80%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-trf-p06929381.html,2025-12-02T12:49:07,28990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С ВОЛАНАМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B2%D0%BE%D0%BB%D0%B0%D0%BD%D0%B0%D0%BC%D0%B8-p03152266.html,2025-12-02T12:49:07,24990.0,KZT
ПЛАТЬЕ МИДИ В РУБЧИК,"T 15 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B2-%D1%80%D1%83%D0%B1%D1%87%D0%B8%D0%BA-p03641733.html,2025-12-02T12:49:07,15990.0,KZT
ДЛИННОЕ ПЛАТЬЕ ИЗ КРЕПА,"T 17 990,00",https://www.zara.com/kz/ru/%D0%B4%D0%BB%D0%B8%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%B8%D0%B7-%D0%BA%D1%80%D0%B5%D0%BF%D0%B0-p03641708.html,2025-12-02T12:49:07,17990.0,KZT
МЯГКОЕ ПЛАТЬЕ СО СБОРКАМИ,"T 17 990,00",https://www.zara.com/kz/ru/%D0%BC%D1%8F%D0%B3%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81%D0%BE-%D1%81%D0%B1%D0%BE%D1%80%D0%BA%D0%B0%D0%BC%D0%B8-p05039856.html,2025-12-02T12:49:07,17990.0,KZT
КОРОТКОЕ ПЛАТЬЕ С ОБЪЕМНЫМИ ДЕТАЛЯМИ,"T 24 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%BE%D0%B1%D1%8A%D0%B5%D0%BC%D0%BD%D1%8B%D0%BC%D0%B8-%D0%B4%D0%B5%D1%82%D0%B0%D0%BB%D1%8F%D0%BC%D0%B8-p04772248.html,2025-12-02T12:49:07,24990.0,KZT
ПЛАТЬЕ-МИДИ БЕЗ БРЕТЕЛЕЙ,"T 28 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D0%BC%D0%B8%D0%B4%D0%B8-%D0%B1%D0%B5%D0%B7-%D0%B1%D1%80%D0%B5%D1%82%D0%B5%D0%BB%D0%B5%D0%B8-p03067271.html,2025-12-02T12:49:07,28990.0,KZT
"ПЛАТЬЕ С БУСИНАМИ, ПРИНТОМ И МЕТАЛЛИЗИРОВАННОЙ НИТЬЮ","T 31 990,00",https://www.zara.com/kz/ru/%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%81-%D0%B1%D1%83%D1%81%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8--%D0%BF%D1%80%D0%B8%D0%BD%D1%82%D0%BE%D0%BC-%D0%B8-%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%B8%D0%B7%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B8-%D0%BD%D0%B8%D1%82%D1%8C%D1%8E-p05770237.html,2025-12-02T12:49:07,31990.0,KZT
КОРОТКОЕ ПЛАТЬЕ ХАЛТЕР С ПАЙЕТКАМИ,"T 19 990,00",https://www.zara.com/kz/ru/%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%BE%D0%B5-%D0%BF%D0%BB%D0%B0%D1%82%D1%8C%D0%B5-%D1%85%D0%B0%D0%BB%D1%82%D0%B5%D1%80-%D1%81-%D0%BF%D0%B0%D0%B8%D0%B5%D1%82%D0%BA%D0%B0%D0%BC%D0%B8-p06050828.html,2025-12-02T12:49:07,19990.0,KZT
